algo,world_size,hidden_dim,num_layers,model_label,total_params,grad_size_bytes,grad_size_mib,steps,batch_size,bucket_cap_mb,threads,repeat_id,total_training_time_sec,avg_step_time_ms,parameter_max_diff
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.559,5.196,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.702,5.673,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.342,4.474,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.632,5.440,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.392,4.639,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.654,5.515,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.495,4.984,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.532,5.108,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.475,4.916,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,4,1.528,5.094,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.317,7.722,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.788,9.293,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.484,8.279,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.965,9.884,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.472,8.241,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.904,9.678,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.768,9.226,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.821,9.402,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.734,9.113,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,4,2.822,9.408,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,4.401,14.669,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,5.070,16.899,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,5.972,19.907,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,7.000,23.332,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,6.223,20.744,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,6.977,23.256,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,6.533,21.778,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,5.843,19.476,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,6.347,21.155,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,4,5.699,18.995,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,13.115,43.716,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,16.329,54.431,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,17.418,58.061,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,19.773,65.910,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,17.390,57.965,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,19.676,65.587,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,20.193,67.310,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,18.601,62.003,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,18.485,61.616,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,4,18.376,61.253,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,27.065,90.216,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,34.179,113.931,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,36.711,122.370,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,39.250,130.832,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,35.807,119.356,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,41.272,137.574,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,40.898,136.327,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,39.055,130.183,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,41.918,139.726,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,4,37.438,124.794,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,1.185,3.950,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,1.275,4.249,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,0.775,2.582,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,0.994,3.314,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,0.790,2.634,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,1.022,3.407,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,0.829,2.765,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,1.043,3.478,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,0.807,2.691,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,5,1.015,3.383,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.285,4.283,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.466,4.886,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,0.913,3.043,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.200,4.001,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,0.944,3.148,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.184,3.947,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,0.953,3.176,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.213,4.042,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,0.962,3.207,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,5,1.192,3.972,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.530,5.100,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.685,5.617,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.348,4.494,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.571,5.238,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.397,4.656,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.661,5.537,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.505,5.016,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.529,5.095,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.464,4.878,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,5,1.535,5.116,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.354,7.848,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.832,9.440,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.418,8.061,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.931,9.769,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.566,8.553,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.801,9.336,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.785,9.284,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.748,9.160,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.714,9.046,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,5,2.814,9.379,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,4.376,14.587,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,5.023,16.743,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,6.034,20.114,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,6.681,22.268,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,5.990,19.966,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,6.934,23.112,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,6.467,21.557,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,5.740,19.132,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,6.586,21.954,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,5,5.706,19.020,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,12.594,41.979,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,16.041,53.472,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,17.542,58.475,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,19.314,64.380,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,17.868,59.560,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,19.518,65.060,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,18.766,62.555,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,18.884,62.947,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,18.163,60.543,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,5,17.876,59.588,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,26.760,89.199,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,35.076,116.920,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,34.931,116.435,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,41.600,138.665,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,36.329,121.097,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,41.732,139.107,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,39.728,132.426,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,37.127,123.755,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,41.299,137.664,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,5,36.971,123.237,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.216,4.055,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.229,4.098,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,0.764,2.548,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.009,3.365,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,0.782,2.605,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.068,3.560,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,0.826,2.753,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.038,3.460,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,0.797,2.656,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,6,1.046,3.488,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.253,4.178,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.358,4.527,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,0.920,3.066,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.184,3.947,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,0.934,3.112,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.183,3.942,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,0.970,3.232,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.232,4.108,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.005,3.351,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,6,1.168,3.893,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.513,5.044,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.722,5.741,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.293,4.309,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.689,5.631,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.374,4.581,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.623,5.410,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.536,5.121,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.521,5.069,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.467,4.889,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,6,1.547,5.155,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.306,7.686,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.787,9.292,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.553,8.511,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.846,9.487,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.539,8.463,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.901,9.669,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.793,9.309,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.710,9.033,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.684,8.946,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,6,2.809,9.363,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,4.421,14.736,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,5.353,17.844,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,5.980,19.933,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,6.896,22.986,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,6.098,20.327,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,7.089,23.629,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,6.465,21.550,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,5.929,19.764,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,6.464,21.548,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,6,5.692,18.973,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,12.819,42.730,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,17.628,58.760,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,17.238,57.460,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,20.247,67.489,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,17.802,59.338,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,19.337,64.458,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,18.930,63.100,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,18.719,62.396,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,18.392,61.306,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,6,17.977,59.925,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,26.087,86.957,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,38.079,126.931,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,39.360,131.201,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,41.204,137.348,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,38.826,129.420,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,41.556,138.520,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,39.972,133.241,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,37.914,126.381,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,37.890,126.298,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,6,37.262,124.208,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.141,3.803,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.251,4.171,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,0.768,2.559,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.027,3.425,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,0.807,2.691,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.063,3.545,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,0.820,2.734,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.048,3.494,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,0.798,2.661,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,7,1.022,3.406,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.251,4.171,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.396,4.654,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,0.934,3.112,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.173,3.910,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,0.935,3.117,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.221,4.070,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,0.957,3.191,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.232,4.107,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,0.966,3.220,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,7,1.185,3.951,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.555,5.184,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.651,5.502,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.350,4.499,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.645,5.483,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.336,4.453,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.702,5.674,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.415,4.715,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.587,5.291,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.514,5.048,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,7,1.475,4.917,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.279,7.595,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.731,9.102,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.576,8.587,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.855,9.516,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.568,8.562,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,3.064,10.214,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.749,9.164,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.865,9.550,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.748,9.159,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,7,2.773,9.245,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,4.413,14.709,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,5.108,17.026,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,6.064,20.212,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,7.061,23.536,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,6.121,20.405,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,6.818,22.728,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,6.502,21.674,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,5.924,19.748,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,6.515,21.716,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,7,5.711,19.035,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,7,12.958,43.194,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,7,15.977,53.255,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,7,17.008,56.693,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,7,19.597,65.323,0.00000000
